tweet_id,text,location,cleaned_text
ID_1021858773328166912,RT @BBCWorld: Greece wildfires: Families left homeless as village of Mati is destroyed,Greece Mati,RT   Greece wildfire Families leave homeless village Mati destroy
ID_903757145010827264,What do you make of Trump donating 1 million to Harvey relief efforts? Retweet and tweet me your opinions. #MAGA #Trump #HurricaneHarvey,,Trump donate 1 million Harvey relief effort Retweet tweet opinion maga Trump HurricaneHarvey
ID_1107343100429697024,"The damage to infrastructure in #Manicaland is massive. #Zimbabwe needs urgent local, regional and international help. Bridge on the road road connecting #Chimanimani & #Mutare was swept away. #CycloneIdai",Chimanimani Manicaland Mutare Zimbabwe,damage infrastructure Manicaland massive Zimbabwe need urgent local regional international help Bridge road road connect Chimanimani   Mutare sweep away CycloneIdai
ID_1062122698254430208,"This is not the new normal, this is the new abnormal,” says California’s @JerryBrownGov of the Woolsey fires, which have killed 31 so far. Brown attributes the fires to climate change, adding that the chickens are coming home to roost. This is real”",California,new normal new abnormal say Californias   Woolsey fire kill 31 far Brown attribute fire climate change add chicken come home roost real
ID_908398643257991168,"Large blood shortage at all south Florida hospitals. Donate today, to help those in need. #oneblood #arrowpropertyinspection #hurricaneirma",Florida,large blood shortage south Florida hospital donate today help need oneblood arrowpropertyinspection hurricaneirma
ID_908641691745357824,"BASS LAKE NEIGHBORHOOD, Pasco Co. Voluntary Evac order for low lying areas. Flooding from heavy rains on top of #Irma. More 5-8a on @BN9",BASS LAKE,BASS LAKE NEIGHBORHOOD Pasco Co Voluntary Evac order low lie area flood heavy rain Irma 58a
ID_1031030921267298304,"@pratheesh @Plingmyaan 300000 FOOD PCKTS, 600000 MT MILK , 1400000 LTRS OF WATER, 150 PORTABLE WATER PURIFIERS CAPACITY OF 100000 LTR WATERS. WE ALL ARE HAPPY TO SAY UAE IS HELPING OMAN HELPING, BUT NOT READY TO ACCEPT THE FACTS ON GROUND. #KeralaFloodRelief",,   300000 food PCKTS 600000 MT milk   1400000 ltr water 150 portable water purifier capacity 100000 LTR water happy UAE helping oman helping ready accept fact GROUND keralafloodrelief
ID_913065758170652672,ways to help #MexicoEarthquake & #PuertoRicoRelief,,way help MexicoEarthquake   puertoricorelief
ID_784697354997858304,RT @TheTruth24US: US military mobilizes to help Haiti after devastating hurricane #TODAY,Haiti US,RT   military mobilize help Haiti devastating hurricane TODAY
ID_783671805521244160,"Hurricane Matthew caused major damage in the regions of Les Cayes and Grand-duc-Cavailon, Haiti. You can help:",Grand-duc-Cavailon Haiti Les Cayes,Hurricane Matthew cause major damage region Les Cayes GrandducCavailon Haiti help
ID_1022136216848945152,"Argy is running a crowdfund for the people affected by the disastrous wildfires in Greece that killed more then 90 atm, 200 injured and more then 2500 houses totally burnt. Please give what you can. I have dealt with argy in the past and can vouch for his trustworthiness.",Greece,Argy run crowdfund people affect disastrous wildfire Greece kill 90 atm 200 injure 2500 house totally burn deal argy past vouch trustworthiness
ID_1110390302156693504,"In just a few hours of asking, donations are pouring into the Iowa City Animal Shelter. They’ll be sending a trailer of supplies to Nebraska for animals of the flood victims. ASKING FOR: metal dishes, food for cats/dogs, blankets, towels, kitty litter",Iowa City Nebraska,hour ask donation pour Iowa City Animal Shelter ll send trailer supply Nebraska animal flood victim ask metal dish food catsdog blanket towel kitty litter
ID_1062002733694230528,"#Wildfires continued to rage in #California Monday, with gusty winds challenging firefighters. . The #CampFire, which is now 111,000 acres and 25% contained, has already left 29 people dead, matching the deadliest wildfire in state history. At least five",California,wildfire continue rage California Monday gusty wind challenge firefighter   CampFire 111000 acre 25 contain leave 29 people dead match deadly wildfire state history
ID_912423987535339520,Hurricane Maria: Buhari orders evacuation of Nigerian students in Dominican Island  Lacazette West Brom #ARSWBA,Dominican,Hurricane Maria Buhari order evacuation nigerian student Dominican Island   Lacazette West Brom ARSWBA
ID_1067586036459601920,This #GivingTuesday we’re excited to announce our support of the Butte County Community and join fellow Brewers across the world by brewing #ResilienceIPA All proceeds will be donated to the @SierraNevada Camp Fire Relief Fund. Learn more:  #ButteStrong,Butte County,GivingTuesday excited announce support Butte County Community join fellow brewer world brewing resilienceipa proceed donate   Camp Fire Relief Fund learn   ButteStrong
ID_721889574692208640,RT @cnnbrk: Death toll in Ecuador quake jumps to 246; President Correa to arrive Sunday from Vatican.  /,Ecuador Vatican,RT   Death toll Ecuador quake jump 246 President Correa arrive Sunday Vatican  
ID_798816763869687808,The cow rescue may well be the most iconic story out of all the other earthquake news ὤ8ὠ2,,cow rescue iconic story earthquake news 82
ID_783546727676645376,Local organization helps parts of Haiti devastated by Hurricane Matthew,Haiti,local organization help part Haiti devastate Hurricane Matthew
ID_1002026233490796544,"REST IN PEACE: Sgt. Eddison Hermond, a member of the Maryland National Guard and an Air Force veteran, was helping rescue a woman and her cat when the rushing waters swept him away during Sundays flooding in Ellicott City, MD",Ellicott City Maryland,rest PEACE Sgt Eddison Hermond member Maryland National Guard Air Force veteran help rescue woman cat rush water sweep away sunday flooding Ellicott City MD
ID_912158916653539328,"RT @DeborahDupre: Meet Frida rescue dog, finding #MexicanEarthquake survivors",,RT   Meet Frida rescue dog find MexicanEarthquake survivor
ID_1111384710259736576,Had a blast at our Grub N Give yesterday! With your help Pinnacle Realty Group was able to raise over $400 to give toward flood clean up here in Nebraska. Thank you to all who came out to,Nebraska,blast Grub N yesterday help Pinnacle Realty Group able raise 400 flood clean Nebraska thank come
ID_783833601074982912,Great organization focusing on #malnutrition and #children in #haiti if youre looking for a way to assist.,haiti,great organization focus malnutrition child haiti look way assist
ID_1065339588766396416,RT @jamalagnew: Retweet this y’all to help those affected by wildfires in California!! ὤFἿE,California,RT   Retweet you help affect wildfire California FE
ID_1062897225905238016,RT @WeatherNation: #BREAKING: Death toll in Californias Camp Fire reaches 56 according to the sheriffs office. #CampFire,Californias,RT   BREAKING death toll Californias Camp Fire reach 56 accord sheriff office CampFire
ID_769108377595211776,10 year-old girl rescued from rubble 17 hours after Italian earthquake that killed 247  #italyearthquake,Italian,10 yearold girl rescue rubble 17 hour italian earthquake kill 247   italyearthquake
ID_1021770250302439424,Stranger Than Fiction News | BREAKING: APOCOLYPTIC WILDFIRES KILL OVER 100 IN ATHENS,ATHENS,Stranger Fiction News   break APOCOLYPTIC wildfires kill 100 ATHENS
ID_1168216124053438464,"DCs own chef Jose Andres and his World Central Kitchen is in the midst of the hurricane in the Bahamas, prepared to set up emergency kitchens so people will be able to eat.",Bahamas,dcs chef Jose Andres World Central Kitchen midst hurricane Bahamas prepare set emergency kitchen people able eat
ID_1110574557117714432,"Stronger Together! ✨Ὁ9 As part of @ProcterGamble disaster relief efforts in Nebraska, we are providing tampons in the hygiene kits for the families impacted by #NebraskaFlooding",Nebraska,strong 9   disaster relief effort Nebraska provide tampon hygiene kit family impact NebraskaFlooding
ID_1062430360707813376,RT @SCastroSolis: Umm Where is the evacuation notice for the farmworkers?,,RT   Umm evacuation notice farmworker
ID_1176486789869166592,RT @MughalAmiruddin: Kashmir #Eaethquke 4 deaths and 100 injured #Mirpur #Pakistan administered #Kashmir,Kashmir Mirpur Pakistan,RT   Kashmir Eaethquke 4 death 100 injure Mirpur Pakistan administer Kashmir
ID_1061530744370032640,"CAMP FIRE: 15,000 structures threatened, 20,000 acres destroyed in Butte Co. wildfire",,camp FIRE 15000 structure threaten 20000 acre destroy Butte Co wildfire
ID_784696101433667584,"RT @ARoss02: While we were distracted by #TrumpTapes, 900 people died in Haiti from the hurricane.",Haiti,RT   distract TrumpTapes 900 people die Haiti hurricane
ID_1039921611892252672,"Hurricane Florence has almost made landfall. According to WRALs Meteorologist Elizabeth Gardner, Winds should top out at 150 mph. Projected to dump 7-12 inches of rain! Prepare your home against risks of flooding!   #HurricaneFlorence #WRAL #DurhamNC",,Hurricane Florence landfall accord wral Meteorologist Elizabeth Gardner wind 150 mph project dump 712 inch rain prepare home risk flood    HurricaneFlorence WRAL durhamnc
ID_902846511259803648,This Friday 9/1 Sodium Fishing Gear will donate 100% of our in store sales to the Hurricane Harvey Relief Organizations. Shop Friday!,,Friday 91 Sodium Fishing Gear donate 100 store sale Hurricane Harvey Relief Organizations Shop Friday
ID_729509969247260672,#JamesTaylor feels compelled to help #Alberta wildfire relief efforts #Calgary,Alberta Calgary,JamesTaylor feels compel help Alberta wildfire relief effort Calgary
ID_1030401372590694400,"Kerala floods LIVE updates: Nearly 100 dead as state battles worst flood in history, Centre shores up relief efforts  via @IndianExpress",Kerala,Kerala flood live update nearly 100 dead state battle bad flood history Centre shore relief effort  
ID_1066007661701996544,"RT @Reuters: More rain helps put out California fires, but raises landslide risk",California,RT   rain help California fire raise landslide risk
ID_721642620083154944,"RT @CBCAlerts: More @cbcnews At least 77 dead, over 570 injured after powerful earthquake strikes coastal #Ecuador:",Ecuador,RT     77 dead 570 injure powerful earthquake strike coastal ecuador
ID_721883893029335040,RT @Emergency_Life: ἞A἞8Ἱ7 #Ecuador #Earthquake volunteer firefighters from across the Americas are heading to assist #SismoEcuador #USAR http,Ecuador,RT   A87 Ecuador Earthquake volunteer firefighter Americas head assist SismoEcuador USAR http
ID_1042053480339394560,CVHS Hygiene Kit Drive for Hurricane Florence Victims !! It only takes a few dollars & a big heart to donate. #FutureMissCvhs ᾑ3Ὁ9,Florence,CVHS Hygiene Kit Drive Hurricane Florence Victims   take dollar   big heart donate FutureMissCvhs 39
